,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE
1139,KARAPAKKAM,830,1,1,2,No,10978,House,AllPub,No Access,I,4242000
1140,KARAPAKKAM,1459,2,2,4,Yes,15948,Others,NoSeWa,Gravel,RM,10388375
1141,CHROMPET,820,1,1,3,No,14316,House,AllPub,Gravel,RL,8254700
1142,KK NAGAR,2434,4,2,6,Yes,9464,Others,NoSeWa,Gravel,RM,14361720
1143,KARAPAKKAM,1647,2,2,4,Yes,9083,House,NoSeWa,No Access,RM,9499000
1144,KARAPAKKAM,847,1,1,2,Yes,15591,House,NoSeWa,No Access,RM,6814000
1145,ANNA NAGAR,1863,2,1,5,Yes,13637,Others,AllPub,Paved,RM,15082700
1146,ADYAR,1080,1,1,3,Yes,7888,Others,NoSeWa,Paved,RL,10546405
1147,CHROMPET,1292,2,1,4,No,6980,House,ELO,Paved,RM,9746100
1148,KK NAGAR,1883,3,2,5,Yes,16088,Others,AllPub,Gravel,RH,11447860
1149,VELACHERY,1748,2,1,4,No,23624,Others,ELO,No Access,RM,9516880
1150,KARAPAKKAM,1621,2,2,4,No,17875,Others,NoSeWa,Paved,I,7580125
1151,KK NAGAR,2061,3,2,5,Yes,8479,House,NoSeWa,Paved,RL,11373980
1152,VELACHERY,1521,2,1,4,No,14826,Commercial,NoSeWa,No Access,RL,12842120
1153,CHROMPET,839,1,1,3,Yes,12622,Commercial,AllPub,Gravel,RH,11650250
1154,CHROMPET,1296,2,1,4,No,5420,House,NoSeWa,Gravel,RH,9576550
1155,CHROMPET,1027,1,1,3,Yes,8449,Others,ELO,No Access,RL,9265490
1156,KK NAGAR,1921,3,2,5,No,10106,Others,AllPub,Paved,RL,11354960
1157,ADYAR,855,1,1,3,Yes,17250,House,ELO,Gravel,I,7815055
1158,VELACHERY,1857,3,2,5,Yes,23010,Others,ELO,No Access,RL,10188470
1159,CHROMPET,920,1,1,3,Yes,18192,Others,AllPub,Paved,RL,9211400
1160,VELACHERY,1781,2,1,4,No,24739,Commercial,AllPub,No Access,C,12296550
1161,ANNA NAGAR,1658,1,1,4,No,20524,House,NoSeWa,No Access,RH,9615130
1162,KARAPAKKAM,1611,2,2,4,Yes,20318,Commercial,ELO,Paved,RL,12699000
1163,KK NAGAR,1339,2,1,4,Yes,6303,Others,NoSeWa,Gravel,RM,11084700
1164,KARAPAKKAM,876,1,1,2,Yes,14283,Others,NoSeWa,Paved,RH,6763000
1165,VELACHERY,1880,3,2,5,No,11137,Commercial,NoSeWa,No Access,RL,15074080
1166,KARAPAKKAM,1227,1,1,3,Yes,15163,House,NoSeWa,No Access,A,4969250
1167,CHROMPET,918,1,1,3,No,14744,Others,ELO,Paved,RM,8745660
1168,CHROMPET,750,1,1,2,Yes,12001,Commercial,ELO,Paved,RL,10428000
1169,ANNA NAGAR,1631,1,1,4,No,18997,House,NoSeWa,Paved,RH,10323980
1170,KARAPAKKAM,782,1,1,2,No,20958,House,NoSeWa,Gravel,I,4842750
1171,CHROMPET,1258,2,1,4,Yes,13477,Others,NoSeWa,No Access,RM,11154910
1172,T NAGAR,1536,1,1,4,Yes,7343,Others,AllPub,No Access,RH,12754890
1173,KARAPAKKAM,643,1,1,2,No,19417,Commercial,AllPub,No Access,RL,6501000
1174,ADYAR,919,1,1,3,Yes,8142,Others,AllPub,No Access,RH,8802735
1175,KARAPAKKAM,1180,1,1,3,No,10841,Others,NoSeWa,Gravel,RM,8366750
1176,ADYAR,1167,1,1,3,No,6598,Others,NoSeWa,No Access,RM,10474605
1177,VELACHERY,1698,2,1,4,Yes,17071,Others,AllPub,Paved,RH,10509330
1178,ADYAR,1051,1,1,3,No,16037,Others,ELO,Gravel,C,8090620
1179,CHROMPET,881,1,1,3,No,5180,Others,NoSeWa,Gravel,RH,8734920
1180,KARAPAKKAM,1042,1,1,3,Yes,18208,House,ELO,Paved,I,6369250
1181,VELACHERY,1954,3,2,5,No,18000,House,AllPub,Gravel,I,9484440
1182,ADYAR,919,1,1,3,No,19844,House,NoSeWa,Gravel,RM,9310300
1183,KARAPAKKAM,1287,1,1,3,No,10880,Commercial,NoSeWa,Paved,C,9260750
1184,ANNA NAGAR,1793,1,1,4,Yes,6290,House,NoSeWa,Paved,RL,13186280
1185,KK NAGAR,1814,3,2,5,Yes,11465,Commercial,AllPub,Paved,RM,16271740
1186,VELACHERY,1889,3,2,5,No,19043,House,NoSeWa,No Access,C,7311370
1187,VELACHERY,1642,2,1,4,No,19942,Commercial,NoSeWa,No Access,I,11653680
1188,VELACHERY,1910,3,2,5,No,8397,Commercial,NoSeWa,Gravel,I,15831550
1189,CHROMPET,990,1,1,3,No,8186,House,NoSeWa,No Access,RL,7302250
1190,KK NAGAR,1842,3,2,5,Yes,13681,Others,NoSeWa,Paved,RM,11904740
1191,KARAPAKKAM,825,1,1,2,No,10231,Commercial,NoSeWa,Gravel,RM,9305750
1192,CHROMPET,802,1,1,3,Yes,7911,House,AllPub,Paved,RL,8657100
1193,KARAPAKKAM,858,1,1,2,No,8544,Others,AllPub,Gravel,C,5601750
1194,KK NAGAR,1499,2,1,4,Yes,12918,Others,NoSeWa,Paved,RH,9789220
1195,ANNA NAGAR,1828,2,1,5,Yes,17176,Commercial,AllPub,No Access,RM,20581330
1196,CHROMPET,717,1,1,2,Yes,14193,House,NoSeWa,Gravel,RH,7725200
1197,KARAPAKKAM,504,1,1,2,No,7535,Others,AllPub,Gravel,RM,7019000
1198,ANNA NAGAR,1823,2,1,5,Yes,13661,House,ELO,Gravel,RL,13410030
1199,KK NAGAR,1721,2,1,4,Yes,15104,House,AllPub,Paved,RL,10199400
1200,T NAGAR,1734,1,1,4,No,21914,Commercial,NoSeWa,Paved,RL,18918950
1201,CHROMPET,787,1,1,2,Yes,15776,Commercial,ELO,Gravel,RM,11703450
1202,CHROMPET,1265,2,1,4,No,13590,House,ELO,Gravel,RL,9735200
1203,VELACHERY,1967,3,2,5,No,18596,House,AllPub,Paved,RM,10826810
1204,CHROMPET,1008,1,1,3,Yes,7485,Commercial,NoSeWa,Paved,RH,12894500
1205,CHROMPET,1120,1,1,3,Yes,16433,Commercial,ELO,No Access,RM,13208750
1206,ANNA NAGAR,1952,2,1,5,Yes,20963,Commercial,AllPub,No Access,RH,21026890
1207,KARAPAKKAM,1100,1,1,3,No,21302,Others,NoSeWa,Gravel,A,5438750
1208,ADYAR,1098,1,1,3,Yes,17289,House,AllPub,Gravel,RM,10556410
1209,KK NAGAR,1470,2,1,4,No,10898,House,NoSeWa,Gravel,RL,9163340
1210,CHROMPET,970,1,1,3,Yes,11671,House,ELO,No Access,RH,7463750
1211,KK NAGAR,1432,2,1,4,Yes,14211,Others,NoSeWa,Gravel,RM,11489580
1212,KARAPAKKAM,790,1,1,2,No,10491,Commercial,AllPub,Paved,A,6102500
1213,CHROMPET,1149,1,1,3,No,5865,Commercial,AllPub,Paved,RL,13734350
1214,CHROMPET,762,1,1,2,No,14154,House,NoSeWa,Paved,RL,7037100
1215,CHROMPET,847,1,1,3,Yes,16094,House,AllPub,Paved,RM,8931450
1216,VELACHERY,1954,3,2,5,Yes,15142,House,AllPub,Gravel,C,10151490
1217,KK NAGAR,2232,4,2,6,Yes,8486,Others,NoSeWa,Gravel,RM,14074260
1218,ANNA NAGAR,1587,1,1,4,Yes,18996,Commercial,AllPub,No Access,RH,17529450
1219,T NAGAR,1891,2,1,5,Yes,9637,Commercial,AllPub,Paved,RH,21327550
1220,KK NAGAR,1916,3,2,5,No,12471,Others,AllPub,Gravel,RH,10655980
1221,VELACHERY,1622,2,1,4,Yes,11556,Others,NoSeWa,Paved,RL,10581870
1222,VELACHERY,1812,3,2,5,No,6528,Commercial,AllPub,Paved,RH,15074740
1223,ADYAR,1010,1,1,3,Yes,12236,Others,NoSeWa,No Access,RM,9817500
1224,T NAGAR,1526,1,1,4,Yes,11579,Commercial,AllPub,No Access,RH,17673370
1225,CHROMPET,775,1,1,2,No,18642,House,NoSeWa,Gravel,RH,6603250
1226,KARAPAKKAM,1239,1,1,3,Yes,9458,Others,AllPub,No Access,A,5947625
1227,ANNA NAGAR,1538,1,1,4,No,18642,House,NoSeWa,No Access,RH,9593040
1228,ANNA NAGAR,1853,2,1,5,No,18311,Commercial,ELO,Paved,RM,20525170
1229,VELACHERY,1536,2,1,4,Yes,14540,Commercial,ELO,No Access,RH,12946730
1230,KK NAGAR,2241,4,2,6,Yes,14234,House,AllPub,Paved,RM,12561300
1231,VELACHERY,1709,2,1,4,Yes,17756,House,NoSeWa,Paved,C,8133770
1232,CHROMPET,1282,2,1,4,No,7629,Commercial,NoSeWa,Gravel,RM,15195200
1233,KARAPAKKAM,1319,1,1,3,No,19253,House,NoSeWa,No Access,C,4746500
1234,ADYAR,994,1,1,3,Yes,17596,House,NoSeWa,Gravel,RM,10381895
1235,CHROMPET,782,1,1,2,No,14885,Others,AllPub,Paved,RL,7344340
1236,KK NAGAR,2235,4,2,6,No,10613,Commercial,NoSeWa,Paved,RM,18201340
1237,ADYAR,650,1,1,2,Yes,12050,House,NoSeWa,Paved,RM,9080015
1238,ANNA NAGAR,1677,1,1,4,No,19611,House,AllPub,Paved,RH,10617090
1239,ADYAR,684,1,1,2,No,17459,Others,NoSeWa,Paved,A,4575925
1240,CHROMPET,1128,1,1,3,Yes,6762,House,AllPub,No Access,RM,9805150
1241,KK NAGAR,1360,2,1,4,Yes,11361,Commercial,NoSeWa,Paved,RH,12623360
1242,CHROMPET,895,1,1,3,Yes,13223,Others,NoSeWa,Gravel,RL,9533400
1243,CHROMPET,1227,2,1,4,Yes,15289,Others,ELO,Paved,RL,10499240
1244,T NAGAR,1720,1,1,4,No,8233,House,NoSeWa,Paved,RH,11440690
1245,KARAPAKKAM,1003,1,1,3,No,8678,House,ELO,Paved,RL,7064250
1246,KK NAGAR,2114,3,2,5,No,11569,Commercial,NoSeWa,Gravel,RL,16929800
1247,CHROMPET,973,1,1,3,Yes,14101,House,NoSeWa,Paved,RH,8457350
1248,VELACHERY,1655,2,1,4,Yes,16708,House,NoSeWa,Paved,C,8725740
1249,ADYAR,910,1,1,3,No,19265,House,NoSeWa,Gravel,C,6513570
1250,ADYAR,840,1,1,3,Yes,18509,House,NoSeWa,No Access,RM,8572425
1251,KK NAGAR,1835,3,2,5,No,9553,Commercial,NoSeWa,Paved,RM,15493260
1252,CHROMPET,1001,1,1,3,No,8177,Others,AllPub,Gravel,RL,9724320
1253,ANNA NAGAR,1646,1,1,4,Yes,8000,Commercial,AllPub,Paved,RM,20519100
1254,CHROMPET,907,1,1,3,No,13949,Others,ELO,Gravel,RL,8947040
1255,ADYAR,809,1,1,3,Yes,8574,Others,ELO,Paved,RL,9043635
1256,CHROMPET,1278,2,1,4,No,13297,Commercial,AllPub,Gravel,RL,14597300
1257,CHROMPET,1051,1,1,3,No,12220,Others,NoSeWa,Gravel,RL,9310120
1258,ADYAR,1054,1,1,3,No,9272,Others,NoSeWa,No Access,I,7740080
1259,KARAPAKKAM,971,1,1,3,Yes,8593,Commercial,AllPub,Paved,C,8878250
1260,KK NAGAR,1956,3,2,5,No,15593,Commercial,AllPub,Gravel,RM,16677180
1261,ANNA NAGAR,1921,2,1,5,Yes,20249,Others,NoSeWa,No Access,RL,14301080
1262,KARAPAKKAM,947,1,1,3,Yes,21004,Others,NoSeWa,Gravel,A,5523875
1263,VELACHERY,1514,2,1,4,Yes,19693,Others,AllPub,No Access,C,7932350
1264,KARAPAKKAM,1125,1,1,3,No,19551,Commercial,ELO,No Access,RH,8072750
1265,KARAPAKKAM,1394,2,2,4,Yes,20225,House,AllPub,No Access,I,6962250
1266,KARAPAKKAM,1609,2,2,4,No,12039,Commercial,AllPub,Paved,RM,12977000
1267,T NAGAR,1916,2,1,5,No,6888,House,ELO,Gravel,RL,13174940
1268,CHROMPET,1015,1,1,3,No,6393,House,NoSeWa,No Access,RL,7742000
1269,CHROMPET,835,1,1,3,No,14132,Others,NoSeWa,Paved,RH,6996450
1270,ANNA NAGAR,1617,1,1,4,No,16905,House,AllPub,No Access,RM,11367820
1271,T NAGAR,1901,2,1,5,No,10780,House,NoSeWa,Gravel,RM,14001530
1272,ANNA NAGAR,1548,1,1,4,Yes,17450,Commercial,ELO,Paved,RM,18598580
1273,ANNA NAGAR,1660,1,1,4,Yes,14831,House,NoSeWa,No Access,RL,11618510
1274,KARAPAKKAM,890,1,1,3,Yes,10244,Others,ELO,Gravel,C,6715750
1275,CHROMPET,956,1,1,3,Yes,16248,Commercial,AllPub,Paved,RH,11844950
1276,VELACHERY,1841,3,2,5,Yes,22863,House,AllPub,Gravel,RL,11492190
1277,CHROMPET,1280,2,1,4,No,6765,Commercial,NoSeWa,No Access,RM,14153850
1278,ANNA NAGAR,1636,1,1,4,Yes,11900,Others,NoSeWa,No Access,RM,13483830
1279,KK NAGAR,2204,3,2,5,Yes,7289,Others,NoSeWa,Paved,RH,12257060
1280,KARAPAKKAM,1203,1,1,3,Yes,8348,Others,AllPub,No Access,A,6016875
1281,CHROMPET,1122,1,1,3,No,13708,House,ELO,Paved,RH,8015800
1282,ANNA NAGAR,1574,1,1,4,No,15404,House,ELO,Gravel,RL,11003670
1283,KK NAGAR,1374,2,1,4,No,10213,House,AllPub,Gravel,RM,9741520
1284,VELACHERY,1746,2,1,4,Yes,17565,Commercial,ELO,Paved,C,13626420
1285,KARAPAKKAM,1370,2,2,4,Yes,15387,House,ELO,Gravel,I,7633500
1286,KARAPAKKAM,1362,2,2,4,No,21114,House,NoSeWa,Gravel,C,5878000
1287,ANNA NAGAR,1897,2,1,5,No,11655,Commercial,NoSeWa,Gravel,RH,20738440
1288,CHROMPET,1020,1,1,3,No,15829,House,NoSeWa,Paved,RL,8000250
1289,CHROMPET,897,1,1,3,Yes,18009,House,AllPub,No Access,RM,8897050
1290,ADYAR,1023,1,1,3,No,10414,Commercial,AllPub,Gravel,I,12114895
1291,KARAPAKKAM,1344,2,2,4,Yes,18488,Others,NoSeWa,Paved,RM,9341250
1292,ANNA NAGAR,1689,1,1,4,Yes,15442,Commercial,NoSeWa,Gravel,RL,20514620
1293,VELACHERY,1764,2,1,4,No,25051,Commercial,AllPub,No Access,RM,14687760
1294,KK NAGAR,1820,3,2,5,Yes,6663,House,AllPub,Paved,RL,11095100
1295,CHROMPET,987,1,1,3,Yes,5988,House,AllPub,Gravel,RM,10646600
1296,T NAGAR,1688,1,1,4,Yes,7951,House,NoSeWa,No Access,RM,12872810
1297,ANNA NAGAR,1908,2,1,5,No,12294,House,AllPub,No Access,RH,12114050
1298,CHROMPET,1078,1,1,3,Yes,18482,House,NoSeWa,Paved,RL,9348350
1299,KARAPAKKAM,1637,2,2,4,Yes,20289,House,ELO,Paved,RM,9407500
1300,ADYAR,1019,1,1,3,Yes,12576,House,NoSeWa,Paved,RH,8963715
1301,CHROMPET,1198,1,1,3,Yes,14391,Commercial,ELO,No Access,RL,13163050
1302,CHROMPET,1002,1,1,3,Yes,13998,Commercial,NoSeWa,Gravel,RH,12654700
1303,KARAPAKKAM,1088,1,1,3,No,17744,Commercial,ELO,Gravel,I,8482500
1304,ANNA NAGAR,1703,1,1,4,Yes,18860,Commercial,AllPub,Gravel,RM,20989850
1305,CHROMPET,946,1,1,3,Yes,9465,House,NoSeWa,Paved,RH,8275800
1306,VELACHERY,1983,3,2,5,No,19264,Commercial,ELO,Paved,A,13291100
1307,KARAPAKKAM,1112,1,1,3,No,21680,Commercial,NoSeWa,Paved,RM,9928250
1308,ADYAR,700,1,1,2,Yes,9722,House,NoSeWa,Paved,RH,7609525
1309,ANNA NAGAR,1956,2,1,5,Yes,5553,Others,AllPub,No Access,RL,15178120
1310,KK NAGAR,1666,2,1,4,No,14864,Others,NoSeWa,Paved,RL,10105060
1311,VELACHERY,1959,3,2,5,No,24313,House,AllPub,Paved,RM,10225280
1312,CHROMPET,1276,2,1,4,Yes,9804,Others,NoSeWa,No Access,RL,10309370
1313,CHROMPET,1079,1,1,3,Yes,11529,House,ELO,Paved,RH,8463200
1314,KK NAGAR,2357,4,2,6,Yes,13612,Others,AllPub,Gravel,RH,12871060
1315,ANNA NAGAR,1988,2,1,5,No,11701,Others,NoSeWa,Gravel,RL,14774770
1316,KARAPAKKAM,1257,1,1,3,Yes,13058,Others,AllPub,Paved,RH,8172125
1317,VELACHERY,1827,3,2,5,No,16030,Commercial,ELO,Paved,RH,14818680
1318,T NAGAR,1661,1,1,4,Yes,10108,Commercial,NoSeWa,Paved,RM,20450950
1319,KARAPAKKAM,939,1,1,3,No,14788,Commercial,ELO,Paved,RM,9149000
1320,VELACHERY,1607,2,1,4,Yes,6772,Commercial,NoSeWa,No Access,A,12499040
1321,KK NAGAR,1829,3,2,5,No,15362,Others,AllPub,Paved,RH,10272980
1322,CHROMPET,806,1,1,3,No,9491,House,NoSeWa,Gravel,RM,8636400
1323,CHROMPET,784,1,1,2,No,13490,House,AllPub,Paved,RL,7499900
1324,VELACHERY,1540,2,1,4,Yes,12755,Commercial,AllPub,Gravel,A,12647660
1325,ANNA NAGAR,1794,1,1,4,No,7982,Commercial,NoSeWa,Paved,RM,20838230
1326,KK NAGAR,1875,3,2,5,No,6656,House,AllPub,Paved,RH,9329120
1327,KK NAGAR,1494,2,1,4,No,7291,House,NoSeWa,Gravel,RL,9120360
1328,T NAGAR,1921,2,1,5,Yes,15236,Commercial,NoSeWa,Paved,RH,21050860
1329,ADYAR,603,1,1,2,No,7805,House,NoSeWa,Gravel,I,6185335
1330,KK NAGAR,1479,2,1,4,No,14020,Others,AllPub,Paved,RH,8400920
1331,ANNA NAGAR,1574,1,1,4,No,16009,House,NoSeWa,Gravel,RM,11855940
1332,CHROMPET,730,1,1,2,Yes,12074,Others,ELO,Paved,RM,8972600
1333,KK NAGAR,2450,4,2,6,No,15494,House,NoSeWa,Gravel,RM,12506600
1334,KK NAGAR,1379,2,1,4,No,11821,Others,NoSeWa,Gravel,RM,10209760
1335,T NAGAR,1621,1,1,4,No,21406,Others,AllPub,Paved,RM,12899530
1336,KARAPAKKAM,617,1,1,2,No,14097,Others,NoSeWa,No Access,A,2476375
1337,KARAPAKKAM,508,1,1,2,Yes,9766,House,NoSeWa,Gravel,I,5679000
1338,KARAPAKKAM,1485,2,2,4,Yes,16435,House,ELO,No Access,RL,8020500
1339,KARAPAKKAM,804,1,1,2,No,6910,Commercial,NoSeWa,No Access,RM,8396250
1340,CHROMPET,917,1,1,3,No,8323,House,ELO,No Access,RL,7110600
1341,ANNA NAGAR,1729,1,1,4,No,17534,Others,NoSeWa,Gravel,RM,14158860
1342,CHROMPET,1102,1,1,3,Yes,15575,Commercial,NoSeWa,Gravel,RM,14510950
1343,VELACHERY,1826,3,2,5,Yes,17622,Commercial,NoSeWa,Paved,RL,16595470
1344,VELACHERY,1864,3,2,5,Yes,23415,Commercial,NoSeWa,Gravel,RH,15913570
1345,VELACHERY,1776,2,1,4,No,24130,Others,AllPub,Paved,RM,10423510
1346,CHROMPET,1091,1,1,3,No,7329,Commercial,ELO,No Access,RM,12690600
1347,ADYAR,712,1,1,2,Yes,8847,Commercial,NoSeWa,Paved,RH,10606765
1348,CHROMPET,795,1,1,2,Yes,9260,Commercial,NoSeWa,Gravel,RM,12313350
1349,CHROMPET,922,1,1,3,Yes,12895,Commercial,NoSeWa,Paved,RM,13289900
1350,KARAPAKKAM,1473,2,2,4,Yes,7966,House,NoSeWa,Paved,RH,8352000
1351,KARAPAKKAM,1699,2,2,4,Yes,7944,Commercial,ELO,No Access,C,11423750
1352,CHROMPET,1026,1,1,3,No,11044,Others,ELO,Gravel,RM,10120070
1353,ANNA NAGAR,1570,1,1,4,No,17388,Others,NoSeWa,No Access,RH,10738110
1354,KK NAGAR,1479,2,1,4,No,13406,House,AllPub,Gravel,RH,8495640
1355,KK NAGAR,2380,4,2,6,No,12583,Others,NoSeWa,Gravel,RH,12341040
1356,CHROMPET,704,1,1,2,No,17012,House,AllPub,Gravel,RH,6248450
1357,KK NAGAR,1325,1,1,3,Yes,13806,House,NoSeWa,Paved,RH,8477500
1358,VELACHERY,1558,2,1,4,No,26577,Commercial,AllPub,Paved,RH,12564350
1359,CHROMPET,1133,1,1,3,Yes,6522,Others,AllPub,No Access,RH,9304960
1360,KK NAGAR,1866,3,2,5,No,11571,House,AllPub,Gravel,RL,10822220
1361,ADYAR,936,1,1,3,Yes,13025,Others,ELO,Paved,RH,9038260
1362,VELACHERY,1657,2,1,4,No,23469,Commercial,AllPub,No Access,A,10849950
1363,CHROMPET,904,1,1,3,No,8536,Others,AllPub,No Access,RM,8452080
1364,CHROMPET,924,1,1,3,Yes,13730,Commercial,ELO,Gravel,RM,13485100
1365,KK NAGAR,2031,3,2,5,Yes,10613,Others,NoSeWa,Paved,RH,11878140
1366,VELACHERY,1945,3,2,5,Yes,10066,House,ELO,Gravel,RH,10961920
1367,CHROMPET,1297,2,1,4,No,17245,House,NoSeWa,Gravel,RM,10088450
1368,KK NAGAR,2179,3,2,5,Yes,15087,Commercial,AllPub,Paved,RL,17858980
1369,CHROMPET,996,1,1,3,Yes,13833,House,ELO,Gravel,RL,9135400
1370,CHROMPET,969,1,1,3,No,18473,Others,NoSeWa,Paved,RM,8646380
1371,VELACHERY,1506,2,1,4,No,14809,Others,NoSeWa,Gravel,C,8576110
1372,CHROMPET,1095,1,1,3,No,10525,House,AllPub,Gravel,RH,8367250
1373,KK NAGAR,1329,1,1,3,Yes,11020,Others,AllPub,Paved,RL,9840760
1374,KARAPAKKAM,1130,1,1,3,Yes,6249,Others,NoSeWa,Gravel,RH,8461500
1375,KARAPAKKAM,1299,1,1,3,No,17379,Commercial,AllPub,Paved,RL,10651250
1376,KARAPAKKAM,514,1,1,2,No,18122,House,AllPub,No Access,C,3093500
1377,KK NAGAR,1738,2,1,4,No,5966,House,AllPub,Gravel,RL,10646500
1378,T NAGAR,1782,1,1,4,No,10721,House,NoSeWa,Gravel,RH,12105050
1379,KARAPAKKAM,749,1,1,2,Yes,21127,House,NoSeWa,No Access,RH,5325000
1380,CHROMPET,1267,2,1,4,Yes,14035,House,NoSeWa,No Access,RL,9396600
1381,KARAPAKKAM,694,1,1,2,No,16654,Commercial,NoSeWa,Gravel,I,6936250
1382,ADYAR,1175,1,1,3,Yes,15745,Others,ELO,Paved,RL,10732635
1383,ANNA NAGAR,1846,2,1,5,No,18442,Commercial,NoSeWa,Paved,RL,20244990
1384,KK NAGAR,1428,2,1,4,Yes,7424,Commercial,NoSeWa,Paved,RH,12964940
1385,ADYAR,824,1,1,3,Yes,15402,Others,AllPub,Paved,I,7881135
1386,VELACHERY,1637,2,1,4,Yes,18817,Commercial,NoSeWa,Gravel,C,13460460
1387,KK NAGAR,2189,3,2,5,Yes,8981,Others,AllPub,Gravel,RL,13791820
1388,ADYAR,1128,1,1,3,Yes,17106,House,AllPub,No Access,RM,9662810
1389,KARAPAKKAM,1213,1,1,3,No,16807,House,NoSeWa,Paved,RL,6918250
1390,VELACHERY,1984,3,2,5,Yes,18685,Commercial,NoSeWa,Gravel,C,15679400
1391,ADYAR,680,1,1,2,Yes,13383,Commercial,ELO,Paved,A,8588630
1392,VELACHERY,1508,2,1,4,No,23875,House,ELO,Paved,I,6890790
1393,ANNA NAGAR,2000,2,1,5,No,18267,Commercial,ELO,Paved,RL,20926890
1394,ANNA NAGAR,1538,1,1,4,Yes,10380,Commercial,AllPub,Gravel,RM,19964360
1395,T NAGAR,1723,1,1,4,Yes,16122,House,NoSeWa,No Access,RL,12565070
1396,CHROMPET,1161,1,1,3,Yes,17557,Others,ELO,Paved,RM,10586920
1397,VELACHERY,1676,2,1,4,Yes,16421,Others,AllPub,Gravel,A,9089160
1398,T NAGAR,1749,1,1,4,No,9041,House,NoSeWa,Paved,RH,11351890
1399,KK NAGAR,2199,3,2,5,Yes,11603,House,NoSeWa,Gravel,RM,12761560
1400,CHROMPET,1101,1,1,3,No,17827,House,ELO,Gravel,RM,8982400
1401,ADYAR,1240,2,2,4,Yes,8420,Others,NoSeWa,Paved,RH,10636820
1402,ADYAR,1266,2,2,4,No,19305,Others,NoSeWa,Gravel,A,8122870
1403,CHROMPET,1021,1,1,3,Yes,6440,Others,NoSeWa,Paved,RH,9315520
1404,VELACHERY,1713,2,1,4,Yes,17509,House,NoSeWa,Paved,A,7897470
1405,VELACHERY,1563,2,1,4,No,19031,House,AllPub,No Access,A,5613270
1406,CHROMPET,889,1,1,3,No,10220,Commercial,NoSeWa,Gravel,RM,12146250
1407,VELACHERY,1925,3,2,5,Yes,14678,Others,NoSeWa,Gravel,C,11055190
1408,KK NAGAR,1791,3,2,5,No,12869,House,NoSeWa,Gravel,RL,10434260
1409,CHROMPET,910,1,1,3,Yes,14184,House,NoSeWa,Paved,RM,9186250
1410,KK NAGAR,2450,4,2,6,No,8529,House,NoSeWa,Gravel,RH,11638240
1411,KK NAGAR,1763,2,1,4,Yes,14147,Others,AllPub,Paved,RH,10388400
1412,CHROMPET,1170,1,1,3,No,17614,Commercial,AllPub,Paved,RH,12448500
1413,ADYAR,1294,2,2,4,Yes,11654,House,NoSeWa,Gravel,RH,10383300
1414,KK NAGAR,1386,2,1,4,Yes,6107,Commercial,NoSeWa,Paved,RM,13800700
1415,KARAPAKKAM,1506,2,2,4,Yes,17330,House,ELO,No Access,C,6450250
1416,ANNA NAGAR,1830,2,1,5,No,19789,Commercial,NoSeWa,Gravel,RM,20787310
1417,CHROMPET,744,1,1,2,Yes,13561,House,ELO,No Access,RH,6481200
1418,CHROMPET,1298,2,1,4,Yes,4455,House,NoSeWa,No Access,RL,9719400
1419,ANNA NAGAR,1615,1,1,4,No,14273,House,ELO,No Access,RH,9845950
1420,KK NAGAR,1964,3,2,5,No,11188,House,NoSeWa,Paved,RL,10084580
1421,CHROMPET,812,1,1,3,No,7314,House,AllPub,No Access,RL,7226100
1422,ADYAR,1270,2,2,4,Yes,8270,Commercial,NoSeWa,Paved,C,14569565
1423,KARAPAKKAM,1045,1,1,3,No,16651,House,NoSeWa,No Access,A,3574750
1424,CHROMPET,1093,1,1,3,No,9571,House,NoSeWa,No Access,RM,8750400
1425,CHROMPET,934,1,1,3,No,10397,Others,NoSeWa,No Access,RH,7151680
1426,VELACHERY,1617,2,1,4,No,19554,House,NoSeWa,No Access,RM,8528890
1427,VELACHERY,1994,3,2,5,No,15283,House,NoSeWa,No Access,I,8376880
1428,VELACHERY,1759,2,1,4,Yes,17349,House,NoSeWa,Gravel,RM,11978830
1429,KK NAGAR,1968,3,2,5,Yes,8679,Others,NoSeWa,Gravel,RM,13053180
1430,KARAPAKKAM,785,1,1,2,No,15951,Others,NoSeWa,No Access,I,4146875
1431,VELACHERY,1956,3,2,5,No,10311,Others,NoSeWa,Paved,C,9566290
1432,KARAPAKKAM,1042,1,1,3,No,6373,Others,NoSeWa,Gravel,C,5998500
1433,ANNA NAGAR,1566,1,1,4,No,14648,Others,NoSeWa,No Access,RL,11470100
1434,KK NAGAR,1380,2,1,4,No,15357,Commercial,AllPub,Gravel,RH,12076560
1435,KARAPAKKAM,1047,1,1,3,Yes,21935,House,AllPub,Gravel,I,6794000
1436,CHROMPET,975,1,1,3,No,7657,House,NoSeWa,Paved,RL,8074850
1437,CHROMPET,1036,1,1,3,No,10704,House,NoSeWa,No Access,RM,8313550
1438,ANNA NAGAR,1960,2,1,5,No,17729,Others,NoSeWa,Paved,RH,12976220
1439,KK NAGAR,2438,4,2,6,No,5748,House,NoSeWa,Paved,RL,11871500
1440,T NAGAR,1752,1,1,4,No,14379,Others,NoSeWa,No Access,RH,11987190
1441,CHROMPET,1272,2,1,4,No,13256,Others,ELO,Paved,RH,9065140
